Date,Region,Channel,PoliciesSold,TotalPremium,TotalClaims,CustomerSatisfaction,CommissionRate,PolicyDurationMonths,AvgCustomerAge,ClaimFrequency,ClaimSeverity,RenewalRate,OperatingCost,Profit,LossRatio,ClaimsPerPolicy
01/04/2024,North,Online,789,298348,134187,7,4.29,12,67,0.057,974.86,0.83,18070,146091,0.45,44.97
01/02/2024,West,Branch,688,64318,53586,7.97,5.87,12,28,0.082,948.09,0.67,13768,-3036,0.833,56.42
01/02/2024,North,Online,799,100934,30360,9.87,4.7,12,44,0.127,529.46,0.62,13518,57056,0.301,101.47
01/04/2024,West,Online,606,203403,41424,7.61,4.56,12,35,0.061,831.77,0.67,11386,150593,0.204,36.97
01/06/2024,East,Branch,626,171282,118035,9.05,4.5,12,66,0.201,723.34,0.51,14719,38528,0.689,125.83
01/07/2024,East,Branch,424,233744,130231,8.04,5.81,12,46,0.07,343.77,0.86,19702,83811,0.557,29.68
01/10/2024,North,Online,313,141891,68791,7.2,6.06,6,69,0.361,628.41,0.72,7821,65279,0.485,112.99
01/03/2024,North,Partner,307,257932,23065,7.7,4.53,12,32,0.419,798.15,0.54,14657,220210,0.089,128.63
01/03/2024,North,Online,268,274757,88795,7.98,7.92,12,52,0.449,916.73,0.62,16417,169545,0.323,120.33
01/10/2024,South,Branch,429,118754,135594,8.66,5.03,6,69,0.297,890.08,0.89,15473,-32313,1.142,127.41
01/06/2024,South,Branch,379,135677,32300,10,5.84,12,65,0.476,323.73,0.74,17939,85438,0.238,180.4
01/12/2024,South,Partner,404,152320,53370,8.05,4.87,24,54,0.053,590.43,0.62,7380,91570,0.35,21.41
01/03/2024,North,Online,245,183909,89831,6.77,5.98,12,57,0.11,582.61,0.67,13686,80392,0.488,26.95
01/02/2024,West,Online,615,175261,47209,6.35,7.02,12,57,0.182,918.99,0.6,14330,113722,0.269,111.93
01/08/2024,East,Online,189,295688,128287,7.58,6.08,12,60,0.405,201.55,0.51,7416,159985,0.434,76.54
01/05/2024,North,Branch,552,155338,121831,6.87,5.14,12,51,0.448,790.97,0.84,14548,18959,0.784,247.3
01/01/2024,South,Online,159,90077,40927,8.56,4.99,6,44,0.328,694.91,0.62,14345,34805,0.454,52.15
01/03/2024,South,Partner,410,129915,54579,8.57,7.04,24,57,0.222,937.26,0.84,8249,67087,0.42,91.02
01/10/2024,North,Branch,627,185311,130407,7.85,4.47,12,49,0.35,565.53,0.69,7142,47762,0.704,219.45
01/08/2024,North,Branch,326,291504,29032,8.66,5.48,12,68,0.131,726.14,0.57,8388,254084,0.1,42.71
01/04/2024,South,Online,573,267420,113254,8.06,4.61,6,67,0.256,978.2,0.82,14316,139850,0.424,146.69
01/07/2024,West,Partner,640,79669,98413,9.87,5.03,24,43,0.278,795.12,0.65,10315,-29059,1.235,177.92
01/10/2024,South,Branch,762,98624,60731,8.63,4.61,24,45,0.097,253.91,0.78,13993,23900,0.616,73.91
01/12/2024,South,Branch,178,125147,139937,8.9,7.55,12,66,0.065,334.03,0.83,15234,-30024,1.118,11.57
01/02/2024,North,Online,532,185222,133528,6.55,6.93,24,57,0.388,857.16,0.89,5207,46487,0.721,206.42
01/07/2024,West,Online,252,192181,112202,6.83,6.24,6,27,0.291,467.84,0.53,15846,64133,0.584,73.33
01/05/2024,South,Partner,500,280822,73767,8.48,4.9,12,38,0.2,764.73,0.5,13664,193391,0.263,100
01/05/2024,South,Online,378,207088,143916,6.45,6.04,12,39,0.247,759.86,0.72,6638,56534,0.695,93.37
01/06/2024,East,Partner,156,193008,127220,7.38,6.08,12,57,0.481,994.96,0.61,10127,55661,0.659,75.04
01/09/2024,North,Branch,285,192108,92302,9.18,6.36,24,66,0.223,575.9,0.69,13327,86479,0.48,63.56
01/06/2024,East,Partner,497,220308,143867,7.35,4.24,12,46,0.097,790.27,0.53,19945,56496,0.653,48.21
01/12/2024,East,Partner,704,195093,69954,6.79,7.89,6,25,0.259,239,0.7,9356,115783,0.359,182.34
01/08/2024,South,Partner,257,86943,137270,8.67,5.86,12,55,0.342,570.07,0.55,14362,-64689,1.579,87.89
01/07/2024,North,Branch,792,163694,108365,10,7.71,24,59,0.055,349.35,0.84,13649,41680,0.662,43.56
01/09/2024,West,Online,458,284456,105757,7.19,4.04,24,44,0.2,872.46,0.8,11024,167675,0.372,91.6
01/04/2024,South,Branch,539,262079,45102,9.22,4.99,12,56,0.227,871.93,0.53,19008,197969,0.172,122.35
01/02/2024,West,Online,688,294269,54433,7.07,4.42,12,36,0.259,389.09,0.83,12605,227231,0.185,178.19
01/07/2024,West,Partner,565,231088,35932,7.89,7.08,12,40,0.186,454.63,0.63,6436,188720,0.155,105.09
01/06/2024,North,Partner,762,204316,45714,7.93,5.28,12,32,0.35,761.98,0.64,16763,141839,0.224,266.7
01/01/2024,East,Partner,545,244099,77803,7.22,7.36,6,38,0.475,790.61,0.57,11375,154921,0.319,258.88
01/11/2024,North,Partner,587,295385,59743,8.88,7.33,12,42,0.461,726.11,0.83,15340,220302,0.202,270.61
01/09/2024,West,Partner,629,173351,22552,6.46,6.67,12,54,0.349,997.36,0.66,17434,133365,0.13,219.52
01/09/2024,South,Online,172,88985,76627,8.2,6.66,12,57,0.278,894.95,0.52,18004,-5646,0.861,47.82
01/12/2024,West,Online,116,285048,65987,9.07,6.8,6,58,0.422,533.65,0.89,13698,205363,0.231,48.95
01/02/2024,South,Partner,630,182574,99810,8.79,6.7,12,68,0.426,461.58,0.6,15797,66967,0.547,268.38
01/03/2024,South,Branch,425,103836,65380,8.49,5.55,24,58,0.423,677.48,0.87,11247,27209,0.63,179.78
01/05/2024,North,Branch,731,149714,49250,9.59,6.73,12,31,0.121,854.11,0.62,15575,84889,0.329,88.45
01/05/2024,West,Partner,712,53770,88344,7.78,7.59,12,30,0.061,580.27,0.83,13637,-48211,1.643,43.43
01/01/2024,East,Online,645,92865,84686,6.48,5.33,12,30,0.492,790.15,0.77,7781,398,0.912,317.34
01/08/2024,West,Branch,695,103811,129394,8.14,7.78,12,46,0.482,215.33,0.84,5443,-31026,1.246,334.99
01/12/2024,West,Branch,301,54001,140321,7.87,4.05,12,32,0.304,940.67,0.89,5117,-91437,2.598,91.5
01/08/2024,East,Branch,443,110848,146123,5.88,5.4,12,61,0.497,819.07,0.85,14732,-50007,1.318,220.17
01/04/2024,North,Partner,622,102635,65028,6.87,4.53,12,39,0.397,515.35,0.66,18216,19391,0.634,246.93
01/07/2024,West,Branch,499,70946,35295,6.75,4.51,12,50,0.283,507.21,0.83,15962,19689,0.497,141.22
01/11/2024,West,Branch,317,247206,133141,7.19,7.26,12,63,0.225,282.31,0.78,5566,108499,0.539,71.32
01/10/2024,South,Branch,544,145852,75248,7.65,7.67,12,27,0.317,852.92,0.52,8602,62002,0.516,172.45
01/03/2024,West,Branch,321,141103,100205,7.69,7.11,12,34,0.282,814.9,0.87,6936,33962,0.71,90.52
01/06/2024,East,Online,482,273116,30523,7.22,7.91,12,27,0.497,704.2,0.69,9183,233410,0.112,239.55
01/10/2024,South,Partner,691,93744,65530,6.75,4.87,24,54,0.271,281.17,0.55,12926,15288,0.699,187.26
01/10/2024,North,Partner,106,167729,148053,8.38,4.56,12,46,0.426,409.87,0.67,14844,4832,0.883,45.16
01/12/2024,South,Online,371,220231,33769,8.12,6.08,24,27,0.416,567.13,0.74,9571,176891,0.153,154.34
01/09/2024,East,Online,115,276884,83042,8.15,7.32,12,25,0.082,412.78,0.73,10801,183041,0.3,9.43
01/01/2024,East,Partner,523,73671,132035,9.78,4.16,6,57,0.089,547.18,0.73,18796,-77160,1.792,46.55
01/05/2024,South,Branch,623,197522,64645,8.16,7.98,24,43,0.347,380.77,0.6,9390,123487,0.327,216.18
01/04/2024,North,Branch,120,195980,110743,7.63,6.41,12,60,0.167,479.68,0.75,9815,75422,0.565,20.04
01/08/2024,South,Partner,789,238347,82142,7.89,7.92,24,58,0.346,721.84,0.86,10500,145705,0.345,272.99
01/11/2024,North,Branch,327,225430,120760,8.1,5.46,12,55,0.115,913.89,0.66,18282,86388,0.536,37.61
01/12/2024,South,Online,387,230119,45557,8.62,5.83,6,67,0.229,508.02,0.75,10402,174160,0.198,88.62
01/01/2024,East,Branch,233,216590,123727,7.96,7.01,12,48,0.096,753.53,0.6,11987,80876,0.571,22.37
01/09/2024,West,Branch,382,107813,99782,6.06,7.17,12,36,0.177,307.83,0.52,9781,-1750,0.926,67.61
01/06/2024,West,Branch,503,146748,98382,7.56,4.93,24,37,0.09,632.65,0.73,7686,40680,0.67,45.27
01/04/2024,North,Partner,764,289292,57085,8,7.72,12,40,0.487,937.36,0.52,6203,226004,0.197,372.07
01/12/2024,North,Online,165,187878,70708,9.3,7.47,12,40,0.228,222.35,0.79,10056,107114,0.376,37.62
01/09/2024,North,Branch,748,154733,71357,7.21,4.07,12,44,0.456,414.05,0.77,18222,65154,0.461,341.09
01/11/2024,East,Partner,703,221963,130939,6.36,4.51,12,65,0.487,305.99,0.65,16129,74895,0.59,342.36
01/05/2024,South,Branch,536,176865,33470,8.06,5.98,6,51,0.459,626.5,0.66,12057,131338,0.189,246.02
01/05/2024,East,Online,358,133551,98712,8.87,5.84,12,63,0.255,743.71,0.87,13597,21242,0.739,91.29
01/12/2024,West,Branch,202,179335,138643,7.61,6.83,12,37,0.401,246.22,0.51,17099,23593,0.773,81
01/05/2024,North,Online,666,89220,127417,10,4.36,6,28,0.119,256.23,0.73,18578,-56775,1.428,79.25
01/01/2024,South,Branch,200,67158,99082,10,6.58,6,56,0.093,895.7,0.87,10713,-42637,1.475,18.6
01/01/2024,West,Online,297,130992,26805,7.93,6.47,6,69,0.445,564.99,0.87,10183,94004,0.205,132.16
01/08/2024,West,Branch,325,208660,102324,8.19,4.93,24,64,0.064,570.36,0.73,9214,97122,0.49,20.8
01/12/2024,West,Online,562,112576,148256,9.37,6.17,12,58,0.488,955.66,0.65,9079,-44759,1.317,274.26
01/08/2024,East,Branch,336,138027,114884,7.91,4.89,12,63,0.352,456.17,0.54,19676,3467,0.832,118.27
01/12/2024,North,Branch,125,205260,82028,7.2,4.59,12,67,0.239,917.62,0.57,5312,117920,0.4,29.88
01/06/2024,West,Partner,220,273687,70772,8.89,6.29,12,41,0.114,979.4,0.77,13354,189561,0.259,25.08
01/12/2024,North,Partner,605,108830,149581,8.46,7.91,12,48,0.375,393.36,0.51,6528,-47279,1.374,226.88
01/11/2024,East,Online,281,185091,72104,7.19,4.95,12,53,0.303,611.23,0.85,17580,95407,0.39,85.14
01/04/2024,West,Branch,733,62419,93616,8.28,5.42,12,52,0.37,627.48,0.74,17977,-49174,1.5,271.21
01/02/2024,East,Online,642,83697,121422,7.84,5.03,12,69,0.238,892.93,0.52,10496,-48221,1.451,152.8
01/02/2024,East,Partner,414,134932,109300,7.61,5.07,12,46,0.08,443.13,0.6,14757,10875,0.81,33.12
01/09/2024,North,Online,717,169712,149502,7.21,5.62,12,52,0.192,838.43,0.74,9768,10442,0.881,137.66
01/05/2024,West,Online,372,285640,26630,8.12,6.81,12,49,0.192,976.81,0.51,12567,246443,0.093,71.42
01/04/2024,East,Partner,331,145428,144474,7.73,4.16,6,65,0.054,872.27,0.81,5398,-4444,0.993,17.87
01/10/2024,West,Branch,519,189045,118869,8.28,7.83,12,27,0.054,927.31,0.87,11630,58546,0.629,28.03
01/01/2024,North,Online,541,289073,35701,8.82,4.19,24,37,0.199,766.68,0.88,16778,236594,0.124,107.66
01/07/2024,East,Partner,595,136649,34859,8.23,7.53,12,55,0.377,923.16,0.79,6047,95743,0.255,224.32
01/03/2024,North,Branch,123,172649,41183,8.25,7.58,12,37,0.331,331.88,0.84,6942,124524,0.239,40.71
01/06/2024,West,Partner,208,61136,60438,7.46,6.1,24,65,0.158,769.89,0.74,16322,-15624,0.989,32.86
01/05/2024,West,Online,601,134739,117285,9.17,4.55,12,42,0.321,785.5,0.68,15988,1466,0.87,192.92
01/05/2024,North,Branch,124,112502,137556,7.15,6.26,12,61,0.341,551.34,0.79,5239,-30293,1.223,42.28
01/11/2024,South,Branch,286,212357,117423,6.39,6.51,12,67,0.285,263.79,0.59,15550,79384,0.553,81.51
01/05/2024,East,Partner,387,73039,143737,6.93,7.43,12,58,0.285,697.95,0.54,11464,-82162,1.968,110.29
01/01/2024,West,Partner,727,116720,62244,9.03,6.2,24,41,0.216,241.5,0.8,5671,48805,0.533,157.03
01/01/2024,West,Partner,437,173168,94312,8.46,5.64,12,45,0.106,505.92,0.88,7619,71237,0.545,46.32
01/03/2024,East,Branch,136,138263,35021,9.31,7.35,12,60,0.223,514.94,0.73,12919,90323,0.253,30.33
01/12/2024,North,Branch,236,109155,89863,6.68,7.92,12,64,0.205,999.14,0.69,7461,11831,0.823,48.38
01/10/2024,North,Online,607,66911,75565,10,6.58,24,43,0.316,439.84,0.71,16585,-25239,1.129,191.81
01/04/2024,North,Branch,326,50916,68043,7.72,7.5,6,36,0.435,856.36,0.69,13593,-30720,1.336,141.81
01/05/2024,South,Online,419,109052,93150,6.24,6.39,24,52,0.219,242.54,0.68,7106,8796,0.854,91.76
01/02/2024,South,Partner,281,250182,84361,10,6.76,12,35,0.369,623.81,0.88,9148,156673,0.337,103.69
01/08/2024,West,Partner,185,282695,21245,6.69,6.75,12,61,0.415,629.35,0.69,6087,255363,0.075,76.77
01/11/2024,North,Branch,566,67790,61011,7.6,6.82,12,52,0.145,703,0.53,11776,-4997,0.9,82.07
01/11/2024,East,Partner,152,264233,30355,7.79,5.28,12,59,0.456,848,0.81,14334,219544,0.115,69.31
01/02/2024,West,Partner,334,186278,118841,8.44,6.3,12,68,0.082,809.54,0.66,9381,58056,0.638,27.39
01/09/2024,East,Branch,532,171937,68692,7.21,6.38,24,39,0.456,808.81,0.78,15257,87988,0.4,242.59
01/02/2024,West,Online,595,135053,69004,9.04,5.26,12,40,0.124,545.84,0.73,10124,55925,0.511,73.78
01/09/2024,South,Branch,199,99950,135228,8.75,5.4,12,69,0.202,781.98,0.79,17100,-52378,1.353,40.2
01/07/2024,West,Online,698,166211,49714,8.02,7.05,12,31,0.322,593.05,0.52,12559,103938,0.299,224.76
01/08/2024,South,Branch,502,106361,37198,9.32,6.33,6,27,0.458,253.56,0.51,19216,49947,0.35,229.92
01/11/2024,West,Branch,495,111451,86951,7.93,4.6,12,55,0.165,912.15,0.65,17447,7053,0.78,81.68
01/02/2024,North,Partner,626,87696,129334,7.72,7.35,12,36,0.394,912.13,0.78,17151,-58789,1.475,246.64
01/07/2024,East,Branch,514,262713,21652,10,7.53,12,32,0.37,458.3,0.59,5141,235920,0.082,190.18
01/12/2024,North,Branch,712,282264,63625,8.3,5.86,12,49,0.122,931.12,0.67,5396,213243,0.225,86.86
01/06/2024,West,Online,776,249298,147394,7.01,4.84,24,68,0.266,806.39,0.89,10137,91767,0.591,206.42
01/04/2024,West,Partner,562,152395,105982,7.15,7.79,6,59,0.267,520.64,0.59,15819,30594,0.695,150.05
01/07/2024,West,Online,640,174121,38740,8.02,7.53,6,36,0.187,465.2,0.84,12281,123100,0.222,119.68
01/04/2024,South,Online,725,96728,23810,5.6,4.98,6,45,0.401,980.11,0.83,17821,55097,0.246,290.73
01/02/2024,East,Partner,718,105401,143743,7.37,4.38,24,50,0.467,770.1,0.86,6555,-44897,1.364,335.31
01/10/2024,East,Partner,463,247298,36569,7.9,5.76,12,26,0.372,503.05,0.87,12054,198675,0.148,172.24
01/12/2024,West,Partner,229,75103,147236,7.83,6.71,6,38,0.488,713.59,0.7,10894,-83027,1.96,111.75
01/07/2024,West,Branch,183,215335,119855,6.74,4.7,24,28,0.073,657.22,0.77,15700,79780,0.557,13.36
01/08/2024,South,Partner,370,257693,99120,7.55,6.05,24,41,0.067,619.63,0.75,18921,139652,0.385,24.79
01/02/2024,North,Partner,343,100044,46783,9.18,5.7,24,29,0.452,715.76,0.62,17573,35688,0.468,155.04
01/05/2024,North,Partner,487,107730,141701,8.97,7.56,12,48,0.454,630.1,0.61,6028,-39999,1.315,221.1
01/01/2024,East,Online,313,75825,119065,8.1,5.72,12,31,0.098,723.83,0.64,15368,-58608,1.57,30.67
01/07/2024,South,Online,265,257328,98047,7.93,6.14,12,47,0.211,926.05,0.59,10051,149230,0.381,55.92
01/08/2024,West,Branch,158,285249,29471,7.84,7.82,12,41,0.426,994.61,0.8,5670,250108,0.103,67.31
01/06/2024,East,Online,701,87271,130771,8.24,5.2,6,36,0.108,767.43,0.89,9594,-53094,1.498,75.71
01/05/2024,South,Branch,603,127256,26163,8.1,5.16,12,35,0.17,942.26,0.85,19611,81482,0.206,102.51
01/06/2024,North,Online,222,227804,83087,8.32,7.2,24,35,0.356,886.73,0.59,18394,126323,0.365,79.03
01/02/2024,South,Partner,747,116433,82071,8.5,5.11,6,58,0.492,436.03,0.52,6855,27507,0.705,367.52
01/01/2024,North,Online,512,263702,36065,6.79,7.33,12,61,0.409,946.33,0.8,18429,209208,0.137,209.41
01/07/2024,South,Branch,238,151999,142323,7.69,4.38,12,53,0.4,256.65,0.66,19364,-9688,0.936,95.2
01/07/2024,East,Online,328,282062,130190,8.2,4.45,12,60,0.204,463.94,0.83,8429,143443,0.462,66.91
01/10/2024,North,Partner,373,73572,137969,7.03,7.61,12,51,0.348,711.96,0.81,19985,-84382,1.875,129.8
01/11/2024,East,Branch,538,88546,103456,7.33,6.16,12,66,0.101,621.53,0.75,10276,-25186,1.168,54.34
01/10/2024,East,Partner,661,196222,124505,7.78,6.88,12,46,0.497,633.93,0.6,15270,56447,0.635,328.52
01/02/2024,North,Partner,217,104165,137852,7.83,4.9,12,26,0.266,835.91,0.54,11986,-45673,1.323,57.72
01/02/2024,North,Branch,582,113690,68348,8.22,4.67,12,60,0.337,355.76,0.6,15198,30144,0.601,196.13
01/01/2024,West,Partner,494,234736,39154,7.15,7.34,12,54,0.444,985.66,0.7,18597,176985,0.167,219.34
01/10/2024,West,Partner,559,263407,144843,8.97,5.43,12,31,0.05,549.97,0.89,14880,103684,0.55,27.95
01/08/2024,West,Online,792,256271,125703,7.82,5.82,12,36,0.489,959.87,0.53,9431,121137,0.491,387.29
01/08/2024,East,Partner,177,86948,40229,8.15,4.11,12,27,0.212,506.49,0.58,5569,41150,0.463,37.52
01/01/2024,East,Partner,511,218102,72587,7.63,5.54,12,41,0.203,681.43,0.75,11456,134059,0.333,103.73
01/12/2024,West,Partner,174,77007,139398,8.24,7.08,12,65,0.115,560.25,0.62,17886,-80277,1.81,20.01
01/11/2024,East,Partner,394,150819,69713,9.67,7.29,6,56,0.436,740.75,0.84,6146,74960,0.462,171.78
01/08/2024,East,Branch,120,141207,46997,7.62,6.8,24,32,0.442,346.9,0.56,16966,77244,0.333,53.04
01/09/2024,North,Online,270,271993,41101,7.46,6.77,24,47,0.059,520.5,0.89,14056,216836,0.151,15.93
01/04/2024,North,Partner,114,126772,60391,7.17,6.02,6,62,0.075,254.7,0.86,11514,54867,0.476,8.55
01/01/2024,East,Partner,310,72024,95863,7.94,6.15,6,54,0.463,678.48,0.86,9900,-33739,1.331,143.53
01/01/2024,West,Branch,659,293480,92723,7.93,6.97,12,39,0.105,970.15,0.57,17601,183156,0.316,69.19
01/03/2024,South,Partner,185,220456,115221,8.05,4.99,24,34,0.329,236.73,0.63,5027,100208,0.523,60.86
01/05/2024,West,Branch,248,132912,79405,8.47,4.93,12,62,0.329,727.7,0.82,10349,43158,0.597,81.59
01/05/2024,South,Online,799,283746,54948,8.34,7.8,12,39,0.441,820.08,0.82,6029,222769,0.194,352.36
01/09/2024,West,Online,471,199229,120264,7.98,4.11,12,54,0.308,370.49,0.78,11616,67349,0.604,145.07
01/10/2024,North,Partner,579,135481,73031,9.95,4.56,6,50,0.245,418.46,0.68,6996,55454,0.539,141.85
01/12/2024,East,Partner,250,283192,57921,8.69,6.28,12,69,0.488,361.26,0.62,6341,218930,0.205,122
01/02/2024,East,Partner,240,138553,92571,6.91,6.95,12,38,0.153,437.93,0.89,14440,31542,0.668,36.72
01/02/2024,North,Branch,168,182828,97007,6.45,6.15,12,27,0.168,288.07,0.56,15328,70493,0.531,28.22
01/06/2024,South,Partner,359,281749,48460,7.3,5.42,6,60,0.088,496.28,0.52,7087,226202,0.172,31.59
01/09/2024,South,Partner,620,249184,137958,8.15,7.91,12,50,0.489,495.14,0.5,13872,97354,0.554,303.18
01/01/2024,South,Online,732,272075,41071,7.22,6.82,24,38,0.368,845.81,0.81,5374,225630,0.151,269.38
01/09/2024,North,Partner,470,152488,86118,7.37,7.33,12,55,0.055,840.77,0.52,16561,49809,0.565,25.85
01/09/2024,South,Online,518,146741,68282,8.03,4.16,12,38,0.367,837.38,0.72,8045,70414,0.465,190.11
01/09/2024,North,Partner,200,239123,111725,7.66,4.94,6,64,0.232,653.63,0.65,19728,107670,0.467,46.4
01/05/2024,West,Online,760,281773,78445,5.95,5.5,12,34,0.485,460.7,0.56,18329,184999,0.278,368.6
01/09/2024,West,Partner,757,245667,101067,9.08,4.73,6,33,0.175,528.77,0.8,18838,125762,0.411,132.48
01/11/2024,North,Online,342,128210,102208,8.84,4.29,12,64,0.37,454.19,0.52,11275,14727,0.797,126.54
01/04/2024,East,Branch,611,224166,74816,6.71,4.9,12,67,0.332,665.54,0.63,15529,133821,0.334,202.85
01/02/2024,West,Online,654,289922,126283,8.06,6.13,12,66,0.055,950.38,0.72,10949,152690,0.436,35.97
01/06/2024,South,Online,194,268961,105779,6.88,6.78,6,42,0.448,427.6,0.66,5805,157377,0.393,86.91
01/04/2024,North,Online,325,276457,23060,7.39,7.1,12,60,0.113,567.08,0.6,11352,242045,0.083,36.72
01/06/2024,South,Partner,617,185607,145806,8.49,4.17,12,60,0.349,724.09,0.87,11470,28331,0.786,215.33
01/03/2024,South,Partner,313,237107,33731,8.81,5.71,12,36,0.399,875.76,0.87,16231,187145,0.142,124.89
01/06/2024,East,Partner,166,97367,97830,8.79,4.49,6,64,0.334,402.67,0.67,11646,-12109,1.005,55.44
01/02/2024,South,Branch,495,288544,135871,8.24,5.72,12,27,0.094,424.23,0.66,5278,147395,0.471,46.53
01/02/2024,East,Branch,711,198190,40719,9.28,5.74,12,42,0.489,908.13,0.62,6405,151066,0.205,347.68
01/09/2024,West,Online,111,240884,67042,7.39,5.99,12,31,0.157,264.21,0.84,13979,159863,0.278,17.43
01/07/2024,North,Branch,336,109884,136134,7.61,7.57,24,55,0.333,684.36,0.73,12150,-38400,1.239,111.89
01/03/2024,South,Online,498,247240,69116,5.41,7.22,12,25,0.409,888.36,0.54,18239,159885,0.28,203.68
01/11/2024,North,Online,506,194352,141367,7.91,6.55,6,55,0.473,937.39,0.84,6332,46653,0.727,239.34
01/01/2024,South,Online,579,195818,46325,8.58,7.54,12,37,0.322,210.15,0.71,13065,136428,0.237,186.44
01/08/2024,North,Branch,746,152572,42597,8.29,6.71,24,53,0.167,495.73,0.67,17564,92411,0.279,124.58
01/06/2024,South,Partner,321,103251,87439,7.38,7.28,12,27,0.426,405.81,0.64,8147,7665,0.847,136.75
01/07/2024,South,Branch,255,134821,34551,8.84,6.26,24,53,0.123,654.43,0.54,15537,84733,0.256,31.36
01/09/2024,South,Online,753,133583,113287,7.93,6.1,12,59,0.06,706.29,0.88,12992,7304,0.848,45.18
01/05/2024,South,Online,527,294697,44278,8.77,6.9,12,39,0.459,999.82,0.8,8449,241970,0.15,241.89
01/01/2024,South,Branch,257,60207,111189,8.49,4.08,12,45,0.309,610.21,0.55,5432,-56414,1.847,79.41
01/12/2024,South,Online,515,252199,35141,9.42,6.76,12,43,0.081,641.17,0.7,13026,204032,0.139,41.72
01/10/2024,South,Online,425,77757,87913,8.34,7.74,12,52,0.311,531.45,0.72,6009,-16165,1.131,132.18
01/07/2024,South,Branch,470,197298,53615,8.61,6.86,12,28,0.115,318.14,0.57,12279,131404,0.272,54.05
01/05/2024,South,Branch,443,276340,142058,7.92,4.15,12,69,0.064,442.66,0.67,17041,117241,0.514,28.35
01/03/2024,North,Branch,361,242479,82751,7.5,5.51,12,37,0.102,397.59,0.76,10191,149537,0.341,36.82
01/12/2024,East,Online,382,208278,132684,8.49,7.24,6,39,0.399,840.98,0.61,13508,62086,0.637,152.42
01/09/2024,South,Online,328,201328,47452,9.5,7.83,12,63,0.39,636.65,0.63,10307,143569,0.236,127.92
01/01/2024,East,Partner,379,83822,42725,7.38,5.48,12,56,0.322,436.95,0.55,9216,31881,0.51,122.04
01/01/2024,South,Partner,389,91340,70391,7.75,7.36,24,27,0.144,591.27,0.67,6365,14584,0.771,56.02
01/01/2024,South,Branch,779,292955,140288,8.03,7.46,12,54,0.383,375.09,0.73,11796,140871,0.479,298.36
01/03/2024,North,Partner,146,233306,95060,8.68,4.49,6,44,0.234,348.1,0.55,17591,120655,0.407,34.16
01/12/2024,West,Online,313,93351,133535,8.35,7.38,6,26,0.28,887.95,0.75,14127,-54311,1.43,87.64
01/06/2024,West,Partner,123,156311,31698,8.91,5.3,12,49,0.454,955.85,0.66,8518,116095,0.203,55.84
01/10/2024,North,Online,420,229743,128875,9.97,6.37,6,35,0.256,264.01,0.77,16979,83889,0.561,107.52
01/11/2024,East,Branch,373,125320,106711,7.36,6.16,24,25,0.332,811.91,0.63,7768,10841,0.852,123.84
01/03/2024,West,Branch,655,152565,97850,8.61,6.65,12,34,0.483,562.65,0.73,5495,49220,0.641,316.36
01/08/2024,North,Online,412,216229,129733,8.32,6.96,24,41,0.253,511.18,0.75,8592,77904,0.6,104.24
01/10/2024,North,Partner,462,69937,22365,8.02,5.76,12,54,0.302,751.53,0.78,7232,40340,0.32,139.52
01/02/2024,West,Branch,767,235362,117553,8.61,7.55,24,59,0.313,413,0.8,17210,100599,0.499,240.07
01/09/2024,East,Branch,479,227779,117662,7.73,7.24,12,43,0.158,216.46,0.55,13048,97069,0.517,75.68
01/03/2024,North,Partner,773,61219,63372,8.32,7.14,12,58,0.382,371.2,0.89,7935,-10088,1.035,295.29
01/05/2024,South,Partner,569,59399,64134,6.69,5.83,6,56,0.377,347.94,0.84,19667,-24402,1.08,214.51
01/10/2024,East,Online,774,176733,57823,7.46,4.15,12,36,0.146,227.24,0.72,18000,100910,0.327,113
01/08/2024,East,Partner,215,279920,91158,9.05,5.97,12,67,0.056,457.05,0.86,11719,177043,0.326,12.04
01/02/2024,West,Partner,704,208729,116076,9.01,7.59,12,41,0.5,579.61,0.65,9445,83208,0.556,352
01/06/2024,West,Partner,141,70047,135060,8.26,4.76,6,30,0.312,788.66,0.51,7367,-72380,1.928,43.99
01/12/2024,South,Online,478,281615,126087,7.55,7.93,24,37,0.131,460.53,0.79,15776,139752,0.448,62.62
01/05/2024,North,Online,305,257167,21949,8.83,7.23,6,63,0.178,355.63,0.88,11555,223663,0.085,54.29
01/10/2024,West,Branch,565,135693,69396,9.24,6.84,12,46,0.328,384.5,0.56,5905,60392,0.511,185.32
01/09/2024,West,Online,379,150931,128336,7.59,6.71,6,35,0.112,912.94,0.76,13168,9427,0.85,42.45
01/12/2024,East,Branch,747,253226,51912,6.54,6.35,12,31,0.067,363.78,0.83,16419,184895,0.205,50.05
01/05/2024,West,Partner,717,225963,76947,8.45,6.88,6,69,0.409,903.39,0.86,12900,136116,0.341,293.25
01/02/2024,West,Branch,217,187852,140460,8.91,5.69,24,69,0.372,557.68,0.61,15019,32373,0.748,80.72
01/05/2024,West,Branch,336,77050,117697,8.59,7.38,12,45,0.189,947.52,0.55,16914,-57561,1.528,63.5
01/12/2024,West,Partner,408,123551,64387,9.57,6.79,24,25,0.076,526.47,0.6,15772,43392,0.521,31.01
01/04/2024,East,Branch,555,118666,83965,9.57,7.09,12,54,0.269,342.15,0.73,9597,25104,0.708,149.3
01/11/2024,South,Online,574,274691,36508,7.69,7.17,12,43,0.174,639.22,0.87,12653,225530,0.133,99.88
